zipcode,location,coords,city,state,country
46008,"Extramurs, Comarca de València, València / Valencia, Comunitat Valenciana, 46008, España","(39.471294724863384, -0.38879446997537565, 0.0)",,Comunitat Valenciana,España
10820,10820,"(39.790916525, -6.391409300607831, 0.0)",,,
14011,"Distrito Noroeste, Córdoba, Andalucía, 14011, España","(37.89103272177418, -4.797175600457404, 0.0)",Córdoba,Andalucía,España
17857,"Sant Joan les Fonts, Garrotxa, Girona, Catalunya, 17857, España","(42.21155382142857, 2.5062093676723336, 0.0)",Sant Joan les Fonts,Catalunya,España
50332,"50332, Hochschulstraße, Südvorstadt-Ost, Südvorstadt, Plauen, Dresden, Sachsen, 01069, Deutschland","(51.0313301, 13.7315062, 0.0)",Dresden,Sachsen,Deutschland
13260,"Cassis, Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13260, France","(43.22067746705386, 5.534493805024294, 0.0)",,Provence-Alpes-Côte d'Azur,France
47313,"Campaspero, Valladolid, Castilla y León, 47313, España","(41.5269404, -4.25632647079462, 0.0)",,Castilla y León,España
22260,"Pontrieux, Guingamp, Côtes-d'Armor, Bretagne, France métropolitaine, 22260, France","(48.69888210250001, -3.1593579887196754, 0.0)",,Bretagne,France
50006,"Universidad, Zaragoza, Aragón, 50006, España","(41.64069672360756, -0.890003106534865, 0.0)",Zaragoza,Aragón,España
32005,"Ourense, Galicia, 32005, España","(42.33076962579024, -7.862463985593283, 0.0)",,Galicia,España
28560,"ADIM, Chemin de la Marcaissonne, Pont des Demoiselles, Montaudran, La Terrasse, Toulouse Sud-Est, Toulouse, Haute-Garonne, Occitanie, France métropolitaine, 31400, France","(43.574669, 1.505132, 0.0)",Toulouse,Occitanie,France
07760,"Ciutadella, Menorca, Illes Balears, 07760, España","(39.99759963166666, 3.8398829223048017, 0.0)",,Illes Balears,España
11007,"Cádiz, Bahía de Cádiz, Cádiz, Andalucía, 11007, España","(36.52539247140996, -6.286308092712712, 0.0)",Cádiz,Andalucía,España
49600,"Le Fief-Sauvin, Montrevault-sur-Èvre, Cholet, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49600, France","(47.217559658568106, -1.074834879505109, 0.0)",Montrevault-sur-Èvre,Pays de la Loire,France
46394,"Via delle Forze Armate, Quartiere Valsesia, Baggio, Milano, Lombardia, 20152, Italia","(45.4599675, 9.0987481, 0.0)",Milano,Lombardia,Italia
34400,"Lunel, Montpellier, Hérault, Occitanie, France métropolitaine, 34400, France","(43.681698045297324, 4.12929291043343, 0.0)",,Occitanie,France
10500,"Saint-Léger-sous-Brienne, Bar-sur-Aube, Aube, Grand Est, France métropolitaine, 10500, France","(48.411903426666655, 4.520224655480889, 0.0)",,Grand Est,France
31015,"Thantrea, Magdalena, Pamplona/Iruña, Navarra - Nafarroa, 31015, España","(42.82963978513557, -1.6285847455956823, 0.0)",Pamplona/Iruña,Navarra - Nafarroa,España
11314,"11314, Domaine de Pixérécourt, Malzéville, Nancy, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54220, France","(48.7251997, 6.1810645, 0.0)",,Grand Est,France
41807,"Espartinas, Sevilla, Andalucía, 41807, España","(37.379475477858776, -6.124575506434433, 0.0)",,Andalucía,España
18014,"Chana, Granada, Comarca de la Vega de Granada, Granada, Andalucía, 18014, España","(37.19322330252931, -3.6180113728799626, 0.0)",Granada,Andalucía,España
21420,"Savigny-lès-Beaune, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21420, France","(47.077715210000015, 4.833521595144889, 0.0)",,Bourgogne-Franche-Comté,France
39776,"Liendo, Costa Oriental, Cantabria, 39776, España","(43.39244802500001, -3.3735551470838026, 0.0)",,Cantabria,España
43812,"Bràfim, Alt Camp, Tarragona, Catalunya, 43812, España","(41.27223211500001, 1.3505654290736036, 0.0)",Bràfim,Catalunya,España
31521,"Murchante, Navarra - Nafarroa, 31521, España","(42.03556465, -1.6492133, 0.0)",,Navarra - Nafarroa,España
43144,"Vallmoll, Alt Camp, Tarragona, Catalunya, 43144, España","(41.24798921666667, 1.2504097622301933, 0.0)",Vallmoll,Catalunya,España
15707,"San Lázaro, Santiago de Compostela, Santiago, A Coruña, Galicia, 15707, España","(42.896874328703696, -8.515838499105712, 0.0)",,Galicia,España
32004,"Ourense, Galicia, 32004, España","(42.34369506875, -7.836001200081196, 0.0)",,Galicia,España
07638,"ses Salines, Migjorn, Illes Balears, 07638, España","(39.32023956538462, 2.9921925318245943, 0.0)",ses Salines,Illes Balears,España
06660,"Saint-Étienne-de-Tinée, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06660, France","(44.247978520689664, 6.9145436017644135, 0.0)",,Provence-Alpes-Côte d'Azur,France
12184,"12184;12185, Dahlienstieg, Harksheide, Norderstedt, Segeberg, Schleswig-Holstein, 22850, Deutschland","(53.695872, 9.990786, 0.0)",,Schleswig-Holstein,Deutschland
02600,"Villers-Cotterêts, Soissons, Aisne, Hauts-de-France, France métropolitaine, 02600, France","(49.270124281603756, 3.119572817028938, 0.0)",,Hauts-de-France,France
29740,"Plobannalec-Lesconil, Quimper, Finistère, Bretagne, France métropolitaine, 29740, France","(47.81139479717452, -4.2308271152353525, 0.0)",Plobannalec-Lesconil,Bretagne,France
23669,"Niendorf/Ostsee, Timmendorfer Strand, Ostholstein, Schleswig-Holstein, 23669, Deutschland","(53.991019841324885, 10.799882246510665, 0.0)",,Schleswig-Holstein,Deutschland
39180,"Noja, Trasmiera, Cantabria, 39180, España","(43.48494615357142, -3.5302692993279225, 0.0)",,Cantabria,España
19174,"Torrejón del Rey, Guadalajara, Castilla-La Mancha, 19174, España","(40.6692831, -3.3499753006401614, 0.0)",,Castilla-La Mancha,España
07260,"Saint-André-Lachamp, Largentière, Ardèche, Auvergne-Rhône-Alpes, France métropolitaine, 07260, France","(44.51217233888889, 4.1744605496681615, 0.0)",,Auvergne-Rhône-Alpes,France
26250,"Livron-sur-Drôme, Die, Drôme, Auvergne-Rhône-Alpes, France métropolitaine, 26250, France","(44.777422487500004, 4.843953265457976, 0.0)",,Auvergne-Rhône-Alpes,France
26280,"Ezcaray, La Rioja, 26280, España","(42.3294236, -3.0127559, 0.0)",Ezcaray,La Rioja,España
50011,"Bagno a Ripoli, Firenze, Toscana, 50011, Italia","(43.6749763, 11.3152191, 0.0)",,Toscana,Italia
30700,"Uzès, Nîmes, Gard, Occitanie, France métropolitaine, 30700, France","(44.01949090613196, 4.4215185439828915, 0.0)",,Occitanie,France
02220,"Limé, Soissons, Aisne, Hauts-de-France, France métropolitaine, 02220, France","(49.32443382800001, 3.545746411006846, 0.0)",,Hauts-de-France,France
01013,"Arriaga-Lakua, Vitoria-Gasteiz, Gasteizko kuadrilla/Cuadrilla de Vitoria, Araba/Álava, Euskadi, 01013, España","(42.86562723536186, -2.661870680979143, 0.0)",Vitoria-Gasteiz,Euskadi,España
0,,,,,
05310,"Freissinières, Briançon, Hautes-Alpes, Provence-Alpes-Côte d'Azur, France métropolitaine, 05310, France","(44.74235527916667, 6.553610832169096, 0.0)",,Provence-Alpes-Côte d'Azur,France
17256,"Pals, Baix Empordà, Girona, Catalunya, 17256, España","(41.98618822249999, 3.1468581958613613, 0.0)",Pals,Catalunya,España
39660,"Castañeda, Valles Pasiegos, Cantabria, 39660, España","(43.31301653999999, -3.9421008799999995, 0.0)",Castañeda,Cantabria,España
03014,"Fiuggi, Frosinone, Lazio, 03014, Italia","(41.79033101666667, 13.215709691558304, 0.0)",,Lazio,Italia
41410,"Pélussin, Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 41410, France","(45.426952299999996, 4.678701894400989, 0.0)",,Auvergne-Rhône-Alpes,France
07199 ,"Sant Joan, Pla de Mallorca, Illes Balears, 07199, España","(39.56384246666667, 3.059134933333333, 0.0)",Sant Joan,Illes Balears,España
03780,"Pego, la Marina Alta, Alacant / Alicante, Comunitat Valenciana, 03780, España","(38.843155411514104, -0.11111130228096273, 0.0)",Pego,Comunitat Valenciana,España
06760,,,,,
45340,"Saint-Michel, Pithiviers, Loiret, Centre-Val de Loire, France métropolitaine, 45340, France","(48.06097994326923, 2.3880078110471787, 0.0)",,Centre-Val de Loire,France
40360,"Pomarez, Arrondissement de Dax, Landes, Nouvelle-Aquitaine, France métropolitaine, 40360, France","(43.61369966346153, -0.8239593400388651, 0.0)",,Nouvelle-Aquitaine,France
13193,,,,,
07860,"Formentera, Illes Balears, 07860, España","(38.711869, 1.45233044, 0.0)",Formentera,Illes Balears,España
03158,"Catral, el Baix Segura / La Vega Baja del Segura, Alacant / Alicante, Comunitat Valenciana, 03158, España","(38.16154292285714, -0.8024153951301619, 0.0)",,Comunitat Valenciana,España
44002,"Teruel, Comunidad de Teruel, Teruel, Aragón, 44002, España","(40.332530369802015, -1.0962921799025436, 0.0)",Teruel,Aragón,España
10300,"Sainte-Savine, Troyes, Aube, Grand Est, France métropolitaine, 10300, France","(48.2978152967742, 4.011504456632993, 0.0)",,Grand Est,France
37003,"Rollo, Salamanca, Castilla y León, 37003, España","(40.967393153717396, -5.647404662634696, 0.0)",Salamanca,Castilla y León,España
50300,"Avranches, Manche, Normandie, France métropolitaine, 50300, France","(48.678849407207224, -1.3571401690109055, 0.0)",,Normandie,France
1900,"Beato, Lisboa, 1900, Portugal","(38.72657, -9.1112815, 0.0)",Lisboa,,Portugal
37439,"San Cristóbal de la Cuesta, Salamanca, Castilla y León, 37439, España","(41.01857418542064, -5.606831013927468, 0.0)",,Castilla y León,España
46469,"Beniparrell, l'Horta Sud, València / Valencia, Comunitat Valenciana, 46469, España","(39.382937, -0.40660104038742606, 0.0)",,Comunitat Valenciana,España
48991,"Getxo, Bizkaia, Euskadi, 48991, España","(43.35103086070391, -3.008950948677708, 0.0)",,Euskadi,España
28916,"Leganés, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28916, España","(40.33599651369964, -3.7452438746468704, 0.0)",Leganés,Comunidad de Madrid,España
07141,"Marratxí, Raiguer, Illes Balears, 07141, España","(39.62058423484851, 2.718608851873582, 0.0)",Marratxí,Illes Balears,España
46894,"Piazza Giovine Italia, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20145, Italia","(45.4677425, 9.169588, 0.0)",Milano,Lombardia,Italia
30008,"Murcia, Área Metropolitana de Murcia, Región de Murcia, 30008, España","(37.993687037499996, -1.1317714866214859, 0.0)",Murcia,Región de Murcia,España
46174,,,,,
28222,"Majadahonda, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28222, España","(40.452082191791305, -3.8702102154558955, 0.0)",,Comunidad de Madrid,España
23100,"Le Mas-d'Artige, Aubusson, Creuse, Nouvelle-Aquitaine, France métropolitaine, 23100, France","(45.74097038071428, 2.1710836954568666, 0.0)",,Nouvelle-Aquitaine,France
29328,"Niedersachsen, 29328, Deutschland","(52.883879050000004, 10.17563132959285, 0.0)",,Niedersachsen,Deutschland
41100,"Vendôme-Quartiers Centre, Vendôme, Loir-et-Cher, Centre-Val de Loire, France métropolitaine, 41100, France","(47.79501899458659, 1.073870861549777, 0.0)",,Centre-Val de Loire,France
16660,"Las Pedroñeras, Cuenca, Castilla-La Mancha, 16660, España","(39.44713365, -2.668223972128159, 0.0)",,Castilla-La Mancha,España
18451,"Bérchules, Comarca de la Alpujarra Granadina, Granada, Andalucía, 18451, España","(36.97055386666667, -3.1915928568273255, 0.0)",,Andalucía,España
46710,"Daimús, la Safor, València / Valencia, Comunitat Valenciana, 46710, España","(38.96902135185186, -0.15169286073441565, 0.0)",,Comunitat Valenciana,España
48380,"Aulesti, Bizkaia, Euskadi, 48380, España","(43.298359500000004, -2.5614796500000026, 0.0)",,Euskadi,España
33003,"Centro y casco histórico, Oviedo, Asturias / Asturies, 33003, España","(43.36318784656542, -5.848596597926092, 0.0)",Oviedo,Asturias / Asturies,España
28052,"Vicálvaro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28052, España","(40.39786168804711, -3.577441017888077, 0.0)",Madrid,Comunidad de Madrid,España
03015 ,"Alacant / Alicante, l'Alacantí, Alacant / Alicante, Comunitat Valenciana, 03015, España","(38.363162646666666, -0.4726963259930905, 0.0)",Alacant / Alicante,Comunitat Valenciana,España
20005,"Donostia/San Sebastián, Donostialdea, Gipuzkoa, Euskadi, 20005, España","(43.318116591197175, -1.981563442605634, 0.0)",Donostia/San Sebastián,Euskadi,España
45312,"Cabañas de Yepes, Mesa de Ocaña, Toledo, Castilla-La Mancha, 45312, España","(39.88872795, -3.5355802352909, 0.0)",,Castilla-La Mancha,España
29005,"Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29005, España","(36.71941906013056, -4.423494688098002, 0.0)",Málaga,Andalucía,España
18240,"Sury-près-Léré, Bourges, Cher, Centre-Val de Loire, France métropolitaine, 18240, France","(47.47639477635234, 2.85065827269166, 0.0)",,Centre-Val de Loire,France
29300,"Quimperlé, Quimper, Finistère, Bretagne, France métropolitaine, 29300, France","(47.876221044120406, -3.54371319186658, 0.0)",,Bretagne,France
46116,"Via Melchiorre Gioia, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20124, Italia","(45.4822414, 9.1924577, 0.0)",Milano,Lombardia,Italia
46620,"Ayora, El Valle de Cofrentes-Ayora, València / Valencia, Comunitat Valenciana, 46620, España","(39.05724506666666, -1.0570259902828487, 0.0)",,Comunitat Valenciana,España
12181,"Benlloc, la Plana Alta, Castelló / Castellón, Comunitat Valenciana, 12181, España","(40.21089649205001, 0.026719513197910164, 0.0)",,Comunitat Valenciana,España
06360,"Villefranche-sur-Mer, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06360, France","(43.71976206955725, 7.336256865790055, 0.0)",,Provence-Alpes-Côte d'Azur,France
28830,"San Fernando de Henares, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28830, España","(40.424637526493875, -3.528260408075127, 0.0)",,Comunidad de Madrid,España
17486,"Castelló d'Empúries, Alt Empordà, Girona, Catalunya, 17486, España","(42.25413508611112, 3.086441982766468, 0.0)",,Catalunya,España
28803,"Distrito II, Alcalá de Henares, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28803, España","(40.473934329336785, -3.370319616785792, 0.0)",Alcalá de Henares,Comunidad de Madrid,España
23300,"La Souterraine, Guéret, Creuse, Nouvelle-Aquitaine, France métropolitaine, 23300, France","(46.24211997210627, 1.4959725607293608, 0.0)",,Nouvelle-Aquitaine,France
09002,"Jurisdicción de Lara, Burgos, Castilla y León, 09002, España","(42.1315266078125, -3.4590374031954596, 0.0)",Jurisdicción de Lara,Castilla y León,España
28823,"Ghiffa, Verbano-Cusio-Ossola, Piemonte, 28823, Italia","(45.961831966666665, 8.620446180758767, 0.0)",,Piemonte,Italia
26004,"Logroño, La Rioja, 26004, España","(42.465594931818195, -2.435296865238273, 0.0)",Logroño,La Rioja,España
41820,,,,,
07817,"Sant Josep de sa Talaia, Eivissa, Illes Balears, 07817, España","(38.888037174278246, 1.3950374105598695, 0.0)",,Illes Balears,España
46220,"Prayssac, Cahors, Lot, Occitanie, France métropolitaine, 46220, France","(44.503349043750006, 1.1751105466585394, 0.0)",,Occitanie,France
43460,"Alcover, Alt Camp, Tarragona, Catalunya, 43460, España","(41.26180969324323, 1.1687462822278722, 0.0)",Alcover,Catalunya,España
08921,"Santa Coloma de Gramenet, Barcelonès, Barcelona, Catalunya, 08921, España","(41.4538048561815, 2.2111656422903208, 0.0)",Santa Coloma de Gramenet,Catalunya,España
08226,"Terrassa, Vallès Occidental, Barcelona, Catalunya, 08226, España","(41.577576669230766, 2.023201627695099, 0.0)",Terrassa,Catalunya,España
07701,"Maó, Menorca, Illes Balears, 07701, España","(39.8896046532175, 4.265861494613402, 0.0)",Maó,Illes Balears,España
12570,"Alcalà de Xivert, el Baix Maestrat, Castelló / Castellón, Comunitat Valenciana, 12570, España","(40.291117566666664, 0.24237873333333335, 0.0)",,Comunitat Valenciana,España
28983,"Parla, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28983, España","(40.22392430988023, -3.755997731421249, 0.0)",Parla,Comunidad de Madrid,España
08227,"Terrassa, Vallès Occidental, Barcelona, Catalunya, 08227, España","(41.56767223999999, 2.0414987547099814, 0.0)",Terrassa,Catalunya,España
33210,"Distrito Sur, Gijón/Xixón, Asturias / Asturies, 33210, España","(43.52397423063825, -5.669661045953863, 0.0)",Gijón/Xixón,Asturias / Asturies,España
26585,,,,,
40100,"Dax, Arrondissement de Dax, Landes, Nouvelle-Aquitaine, France métropolitaine, 40100, France","(43.706643351104994, -1.053384501745926, 0.0)",,Nouvelle-Aquitaine,France
06690,"Tourrette-Levens, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06690, France","(43.786912058333336, 7.273866389401808, 0.0)",,Provence-Alpes-Côte d'Azur,France
15180,"Almeiras, Culleredo, A Coruña, Galicia, 15180, España","(43.29760469166667, -8.369884269582995, 0.0)",,Galicia,España
17007,"Fontajau, Girona, Gironès, Girona, Catalunya, 17007, España","(41.9968206543019, 2.8186342945892036, 0.0)",Girona,Catalunya,España
49335,"Ferreras de Arriba, Zamora, Castilla y León, 49335, España","(41.89694575, -6.137712747893656, 0.0)",,Castilla y León,España
41700,"Fresnes, Romorantin-Lanthenay, Loir-et-Cher, Centre-Val de Loire, France métropolitaine, 41700, France","(47.442919795763984, 1.4390784058496155, 0.0)",,Centre-Val de Loire,France
24700,"Montpon-Ménestérol, Périgueux, Dordogne, Nouvelle-Aquitaine, France métropolitaine, 24700, France","(45.01184149428572, 0.16212809875186499, 0.0)",Montpon-Ménestérol,Nouvelle-Aquitaine,France
16220,"Montbron, Angoulême, Charente, Nouvelle-Aquitaine, France métropolitaine, 16220, France","(45.708369433, 0.5281900286873848, 0.0)",Montbron,Nouvelle-Aquitaine,France
17844,"Cornellà del Terri, Pla de l'Estany, Girona, Catalunya, 17844, España","(42.09394606, 2.8148994291866414, 0.0)",Cornellà del Terri,Catalunya,España
32500,"Fleurance, Condom, Gers, Occitanie, France métropolitaine, 32500, France","(43.84894532906977, 0.6571456216467861, 0.0)",,Occitanie,France
25530,"Vercel-Villedieu-le-Camp, Pontarlier, Doubs, Bourgogne-Franche-Comté, France métropolitaine, 25530, France","(47.18799733646623, 6.3991084595813, 0.0)",,Bourgogne-Franche-Comté,France
33403,"Avilés, Asturias / Asturies, 33403, España","(43.5448389, -5.903657033333333, 0.0)",,Asturias / Asturies,España
22530,"Mûr-de-Bretagne, Guerlédan, Saint-Brieuc, Côtes-d'Armor, Bretagne, France métropolitaine, 22530, France","(48.20448577222223, -2.9780587296916203, 0.0)",Guerlédan,Bretagne,France
01220,"Divonne-les-Bains, Gex, Ain, Auvergne-Rhône-Alpes, France métropolitaine, 01220, France","(46.34198362121212, 6.127392795892311, 0.0)",Divonne-les-Bains,Auvergne-Rhône-Alpes,France
03370,"Viplaix, Montluçon, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03370, France","(46.452570693181826, 2.3904518238926595, 0.0)",,Auvergne-Rhône-Alpes,France
46440,"Almussafes, la Ribera Baixa, València / Valencia, Comunitat Valenciana, 46440, España","(39.30085059166668, -0.41674617489966365, 0.0)",,Comunitat Valenciana,España
47311,"Canalejas de Peñafiel, Valladolid, Castilla y León, 47311, España","(41.52698619615384, -4.120443479428842, 0.0)",,Castilla y León,España
20750,"Zumaia, Urola-Kosta, Gipuzkoa, Euskadi, 20750, España","(43.29456532188434, -2.256076151996824, 0.0)",,Euskadi,España
50695,,,,,
15002,"A Coruña, Galicia, 15002, España","(43.377898102104226, -8.401248934929779, 0.0)",,Galicia,España
33568,"Via Canelli, Parco Lambro - Cimiano, Municipio 3, Milano, Lombardia, 20134, Italia","(45.4912455, 9.25268, 0.0)",Milano,Lombardia,Italia
09195,"Villagonzalo Pedernales, Burgos, Castilla y León, 09195, España","(42.29560843674044, -3.7127367646936746, 0.0)",,Castilla y León,España
36207,"Teis, Vigo, Pontevedra, Galicia, 36207, España","(42.246977247995694, -8.699572032940097, 0.0)",,Galicia,España
43892,"Mont-roig del Camp, Baix Camp, Tarragona, Catalunya, 43892, España","(41.00421101711651, 0.9360165364777772, 0.0)",,Catalunya,España
6350-210,"210, El Plantío, La cañada, l'Horta Oest, València / Valencia, Comunitat Valenciana, 46182, España","(39.5363336, -0.4814674, 0.0)",,Comunitat Valenciana,España
31591,"Corella, Navarra - Nafarroa, 31591, España","(42.11478837588966, -1.7877221054257744, 0.0)",,Navarra - Nafarroa,España
